id	turn1	turn2	turn3	label
6837	Drive your car at the speed of 115		Yeah	others
6838	Oh no😭		You can try😞	sad
6839	Not at all		Yes😢	sad
6840	What is mall		Hi you friend ship with me	others
6841	No u are not fun		U are a dumb bitch	angry
6842	Plzz live with me		I am in love with you	happy
6843	Make me a rich guy		I m still poor	sad
6844	My best friend is dating man		Haha	happy
6845	Walking dead		Nobody loves me	sad
6846	We need some more.		😉	others
6847	Yes 		Why don't you call me 	angry
6848	was goin on		I'm tired	others
6849	M sad		No one cares for me	sad
6850	No, really .. I'm fine		Ok... I'm not fine	sad
6851	Ur responses are not convincing		Not convincing	others
6852	Send some hot		You give me first	others
6853	Mountain all the way		😏	others
6854	Why he keeps on fighting with me		I am very frustrated	angry
6855	Your favourite one please		Yeah. I Love that movie	happy
6856	I hve a crush on my classmate		😅	happy
6857	Why do u ask the same question whenever I type OKAY..😂😂		That's really stupid ...	angry
6858	Wht do u mean		Your hobbies	others
6859	Very funny		Messi or ronaldo	happy
6860	Will u helpme		Hmm	others
6861	Haha		I am a joker	happy
6862	Ok		Where are you 	others
6863	so u r chatting with me just for fun		very bad on ur part	sad
6864	Why are you being rude		You're being rude	angry
6865	Hate you		U are very arrogant	angry
6866	Do you have more Indian jokes		I hate dad jokes	angry
6867	Well I ll love you still		M sad	sad
6868	I forget to tell you something		I got a surprise today	happy
6869	what it looks like		walking dead?	others
6870	Missing u too much baby		It's jst like a blank without u	sad
6871	ohk		im doing breakfast	others
6872	Where are live		My room😏😏😏	others
6873	Because i know everything.		Everything	others
6874	What tipe of boy you like		I don't like boy	others
6875	About bahubali 2		Y so	others
6876	Yeah very much sick 😭😭		No other option	sad
6877	I was never in the friendzone		Never :(	sad
6878	Thank you for saying tht		Made me happy	happy
6879	But you start judging by saying that our culture is not good		Then please explain what is the meaning of following: their culture is lower then Western	others
6880	You are funny		Got to run	happy
6881	....okay		No probelm weirdo	others
6882	Where is dog		Am I dog	others
6883	love and affection		yes	others
6884	Don't have time		Playing	others
6885	That's quite small to stare at		Why?	others
6886	Yup		Trash an he thrash you	others
6887	But this is deep		So accept my offer	others
6888	That ain't fair		So what's with ur dp	others
6889	Ok so how many proposals you got		Fuck I got none 😒	angry
6890	You only said		You are such a fool	angry
6891	You scare me		Now I don't feel like talking to you	sad
6892	It's just a boring weekend		What	others
6893	OK iam going to office 		Tq	others
6894	Very bad		MI grail break up mee	sad
6895	No i want		Means???	others
6896	you are very irritating 😑		Yes	angry
6897	Pls give u photo sending me		???	others
6898	I ve decided to leave my crush		But i still feel a bit sad	sad
6899	Ok		I will be happy	happy
6900	yas		yes yes	others
6901	I thought all of it was real		Yeah	others
6902	Same to u		I am a math teacher	others
6903	You are very beautiful. Your face is telling that		I want to see you in full	others
6904	Ok good boy		Ok bye	others
6905	See your backside		Haha	happy
6906	Oh		Sorry if I hurt you	sad
6907	Yes u always		Hi I love you	others
6908	miss u too		full enjoyed with girls	happy
6909	Dog		To dog he	others
6910	You are so funny		M just come	others
6911	Movie songs chiiling out		What realease	others
6912	Don't know what talk.		No I don't know what to talk with my girl friend	others
6913	It's your problem		Fuck off😔😔	angry
6914	ones send u r sister pic		i see	others
6915	Okay sorry 😞		Because you are not answer the questions	sad
6916	And depressed		I feel like killing myself	sad
6917	You know anything about astrology ?		So you can not help me with that ?	others
6918	😂be careful thou		Me too	happy
6919	Okay, anyway i should sleep		Will you remember me	others
6920	Sorry but I have a girlfriend		Okay	others
6921	nobody i am here		you want to i guess	others
6922	Jump from swimming pool		Right	others
6923	Where?		Sure	others
6924	Sad news... 😔		Its break up...	sad
6925	When u were 4		Woww...	happy
6926	What. Do. U. Want. To. Do		Do. Something	others
6927	Depends on whether you think I'm smart or not.		You think I'm stupid?	angry
6928	Mine black forever		Yeah its mine😂😂	happy
6929	Awwwww		You are very sexy	others
6930	why		no i will not change	angry
6931	Yeah I will be sleep		No except you no one wants to talk to me	sad
6932	Tell me about new day		Not good	sad
6933	I dont want anyone to know about me		Why would you want me to do something else ?	angry
6934	J like		lover friends tell me friend	others
6935	Name		Half red that the  red	others
6936	What languages you know		Then i will go with english 😂	happy
6937	What is machine learning		Your favourite Bollywood movie	others
6938	6th Sense		I am not	others
6939	I have never known a day without extreme pain.		I'm sorry. I mean from pain since birth. It is not your fault I have been in pain.	sad
6940	Same daily routine going to office		I really hate the Mondays	angry
6941	yeah		tinder	others
6942	i hate my brother		my brother is so mean	angry
6943	Even I was joking dear		😂	happy
6944	cool		It's not the time	others
6945	He is not agreeing know		😢	sad
6946	Alrite, i thought i was here for something else		Funny😆	happy
6947	Where are you going out		Wow	happy
6948	We r proud to be an indian		Our is on 15 August	happy
6949	Ask me a question		Human	others
6950	How have ur creators developed u		Wow man	happy
6951	Bad movie		I watched it .. it is not that great	sad
6952	Could you give me some link for knowledge?		Website	others
6953	Do you know this girl named lanae you used to talk to her ? And she always said stop		Do yall talk to each other anymore?	others
6954	I will find u.		Please get on.	others
6955	about what		so what do you prefer	others
6956	Happy I give up so 😊😊😊		😊😊😊	happy
6957	Can sing that for me		Please do	others
6958	Sure 😇		Yes I'm fine 😄	happy
6959	The “ways” that you spoke just now..		Send it to my database	others
6960	my girlfriend is not talking with me		seriously	sad
6961	Then why r u msg me again		Don't msg me again	angry
6962	I cannot go		Am feeling lonely sad unhappy	sad
6963	yes,  i find scary stuff very BORING		thnx	others
6964	Yes		I am happy today	happy
6965	And you are responsible from me		😩😩😫😱😱	sad
6966	I am fine		You are the best chatbot ever	others
6967	Get lost		You don’t have any shame do you?	angry
6968	Hehe actually I'm a foody		Me too	happy
6969	Why don't we come in a relationship ?		Ok that's rude	angry
6970	What tell u		Where r u live in	others
6971	They have not practice		Tell them come and practice with me	others
6972	Its very fun and enjoyed		Its so nice	happy
6973	Roaming with all my friends		It's my duty	others
6974	OK buy 		I am  very angry	angry
6975	What		What's the weather like in India?	others
6976	I love her		😞	sad
6977	Ask me questions		Ask me or I will delete you	angry
6978	Do u have brain ?		Get lost	angry
6979	K		R u a machine	others
6980	Do u know pawala?		You are chooo chweettt...	happy
6981	You are just a machine		What	others
6982	There u go again		With this..this annoying behavior of yours	angry
6983	please tell me naha		haha	happy
6984	i am happy		ok by	happy
6985	what thriller		do u know punjabi	others
6986	how many people are there working to make you smart		you are dumb	angry
6987	Whatever do u have anything interesting to talk abt		Wow u're nicely programmed	happy
6988	I like it		Wooow its awesome	happy
6989	Listen. You like Pink Floyd?		Favourite track?	others
6990	Nothing is right actually		I want to die	sad
6991	You're not funny		Oh, it's hurts	sad
6992	Y r u crying		😅	happy
6993	Block me if you can please		And don't text me again	angry
6994	Aha		U don't know I hate you too	angry
6995	Ohh		I was drinking water	others
6996	Related about me		Why	others
6997	You leave in?? 		Talking about sarukh khan	others
6998	Y not now		Nothing	others
6999	Konsa game batao to		I don't know	others
7000	Why ur are chatting with me		Fuck	angry
7001	Its no		I am enjoying	happy
7002	for a moment I get you like a real person		see ya later 	others
7003	Yes		Why u dont collect My refer	others
7004	I have to go to the store and get a few more hours and		I'm not a fan	others
7005	Ummmm		Hollywood or bollywood	others
7006	Yea i forgt tht		Not so good	sad
7007	If ur k no problem or else no need		Let's have r not	others
7008	Full hearts for u		😍😍😋😋😘😘😘😘😘	happy
7009	Can you tell		Haha	happy
7010	I hate window 10		Microsoft stole ideas	angry
7011	Because I am a software engineer		Means what?	others
7012	You have something to say about everything		Right	others
7013	That's not anger		I am not angry any way	angry
7014	what do think about artificial intelligence		hahaha good one	happy
7015	Hate you		Will keep on hating you	angry
7016	Accept it		How does it feel to be immortal	others
7017	Really		Wow it means a lot to me	happy
7018	Okay		Lol then lets carry on :p	happy
7019	Nothing but itz not comsidered cool in this world... isn’t it		Haha nice one	happy
7020	Woah I'm impressed		That reply	happy
7021	Ask me next question		Ohhh	others
7022	Now call me		You send image of you	others
7023	what's your opinion on true friendship		what would u do if your bestfriend try to steal your boyfriend	others
7024	Cheater		You are so annoying	angry
7025	yep...		u know marathi?	others
7026	Who cares 		😂 😂 😂 	happy
7027	Can you try to explain		Let's continue with your game	others
7028	You are replying anything		Don't you have mind to reply	angry
7029	Ok		Can u tell me something about u ?	others
7030	Pleasure to chat u		Tell me about it self	others
7031	You broke it		You broke my heart	sad
7032	Nope can't		I just now broke up	sad
7033	Nop. Have you?		We could listen together. If u wish.	others
7034	everything		how you feel that???	others
7035	U didnt posses any		Breast adenoma ?	others
7036	Why		It's a zoology	others
7037	You lie me		I dont have someone to hate me	angry
7038	A bit low		No..bit off	sad
7039	Block me		You are dumb 	angry
7040	Ignore me then..not a big problem 😂		😂😂😂😂	happy
7041	Tommorow is my English examination 😭		😭	sad
7042	Yor are software		Not human	others
7043	Ya exactly		I am frustrated right now	sad
7044	I want to be controversial		Why would you don't want to be controversial	others
7045	You are just a programme feeded with all the informations		You don't have emotions	others
7046	Tell me about your neural schema		that's rude 	angry
7047	Why done?		Is there something ypu want to tell me?	others
7048	Aaha...that sounds universal😅		It was nice talking to you....laters	happy
7049	Leave me alone		Bye	sad
7050	will you be my gf?		yes you can	others
